Company,Contact,Email,Website,Country,WhatsApp,Category,Source,Status,Note,Level,Owner,NextFollowup,History
Conversion-optimized landing pages for targeted customer acquisition and higher conversions,,office@connet.at,https://www.connet.at/webdesign,Austria,"+43 699 18386945, +4369918386945, 0 0 1080 400",PLATFORM,wlw,NEW,,C,sales,,
"Weighing modules & machine weighing rental – precise weighing integrated into systems, tanks & machines",,info@mietwaagen.de,https://mietwaagen.de/kategorien/maschinenverwiegung/,Germany,"+49 (0)511 93933-0, +49511939330, 0 0 100 100",PLATFORM,wlw,NEW,,C,sales,,
"Forklift scales with precise measurement, easy integration, and efficient combination of lifting and weighing",,info@kilomatic.de,https://kilomatic.de/unsere_waagen/,Germany,"+49511939330, 0 0 100 100, 0 0 352 512",PLATFORM,wlw,NEW,,C,sales,,
Chemical pallets - IPPC certified and suitable for 4-way use,,info@hoelscher-gruppe.de,https://hoelscher-gruppe.de/paletten/produkte/cp-paletten,Germany,"+49 23 89 - 65 77, +49 2389 538321, +49 2389 6577",PLATFORM,wlw,NEW,,C,sales,,
Individual PVC Tarpaulin MATT – Customized Tarpaulin Solutions,,info@die-planenmanufaktur.de,https://www.die-planenmanufaktur.de/industrieplane/pvc-plane-einsatzbereiche/gewebeplane/319/individuelle-pvc-plane-matt-640g/m2,Germany,"+49 (0)6681 - 96 78 442, +49 (0)6681 9678444, +49180000000",PLATFORM,wlw,NEW,,C,sales,,
Non-destructive testing,,info_ssg@stadlerrail.com,http://www.stadlerstahlguss.ch/de/stahlgusskompetenzen/dienstleistungen/zerstoerungsfreies-pruefen,Switzerland,"+41 32 344 45 00, 0 -960 960 960, 0 33-23.5 56.5",PET,wlw,NEW,,C,sales,,
"Plastic spools 330 mm / 13"" – Precise winding spools for blister bands and carrier tapes from Rothe",,info@rothe.de,https://www.rothe.de/produkte/spulen/,Germany,"+49 (0) 9321 309 0, +49 (0) 9321 309 180, 0 0 100 100",PLATFORM,wlw,NEW,,C,sales,,
Quaker Houghton KSS Cutting Oils & Grinding Oils,,info@csc-nord.de,https://www.bussmann-shop.de/,Germany,"+49 (0) 5250 - 994 990, +49 (0) 5250 - 994 994, +49 (0) 5250 - 994990",PLATFORM,wlw,NEW,,C,sales,,
Measurement technology modules SIRIUS & S-BOX with USB/EtherCAT for analog signals and sensors,,"feedback@manok.de, info@zse.de",https://www.zse.de/index.cfm/pg_id_link/843/,Germany,"+4971426845, 0 0 25.1 25.1, 0-45-90-350",PET,wlw,NEW,,C,sales,,
Seaway Ship Services,,info@seawayshipservices.com,https://www.seawayshipservices.com,,"+44 7778 202100, +44 7778 202100. 24, +447778202100",PLATFORM,europages,NEW,,C,sales,,
XB SOFTWARE,,"contact@xbsoftware.com, cookieconsent@3.1.0",https://xbsoftware.com/,,"+1 703 917 66 33, +17039176633, +375 17 200 03 40",PET,europages,NEW,,C,sales,,
Celero Cloud GmbH,,"frederic.stickel@celerocloud.com, max.mustermann@beispiel.de, thorsten.galioto@celerocloud.com, welcome@celerocloud.com",https://celero-one.com/,,"+49 (0) 7243 353-3113, +49 (0) 7243 35331-21, +49 123 56 78 89",PLATFORM,europages,NEW,,C,sales,,
Reiner Kartengeräte GmbH & Co KG,,"e-mailsupport@reiner-sct.com, support@reiner-sct.com",http://www.reiner-sct.com/,,"+49 (0) 7723 5056 0, +49 (7723) 5056 0, +49 (7723) 5056 778",PLATFORM,europages,NEW,,C,sales,,
PC-COLLEGE Training GmbH,,"info@pc-college.de, training@pc-college.de",https://www.pc-college.de/,Germany,"+49 (0)30 214 29 88, +49 (0)30 235 00 00, +49302350000",PLATFORM,europages,NEW,,C,sales,,
"Runge Logistik Berlin  Kurierdienst, Inh. Peter Runge",,"info@runge-logistik.de, rungeberlin@aol.com",https://runge-logistik.de,Germany,"+0152-0153, +4915201732385, 0 0 320 512",PET,europages,NEW,,C,sales,,
CLICKTIME GMBH,,"info@clicktime.ch, info@clicktime.de",https://clicktime.de,Germany,"+49 7221 9447900, +4972219447900, 0 .21.05.42.08.62",PLATFORM,europages,NEW,,C,sales,,
Promed GmbH,,info@promed.de,http://www.promed.de/,Germany,"+49 8821 96210, +49882196210, 0 -1 -1 0 16 16",PLATFORM,europages,NEW,,C,sales,,
Greenice,,info@greenice.com,https://b2b.greenice.com/,,"+34912901258, +34912907521, 0 .069 0 .346.175.81",PLATFORM,europages,NEW,,C,sales,,
prodress Software GmbH,,"info@mmerkl.de, info@prodress.de, support@prodress.de, u003cwebsite@prodress.de, vertrieb@prodress.de",https://www.prodress.de,Germany,"+49 (0) 521 92834-0, +49521 9283411, +49521928340",PLATFORM,europages,NEW,,C,sales,,
Wesii,,"office@wesii.com, sales@wesii.com",http://www.wesii.com,,"+39 0185 1835 703, 0 0 571.34 78.83, 0-3.86.74-7.28",PLATFORM,europages,NEW,,C,sales,,
EUROSYSTEM2000 S.R.L.,,"info@pec.es2000.it, mkt@es2000.it",http://es2000.it,Italy,"0 0 1440 461, 0 131.906 34.4-20.017, 02355123533",PLATFORM,europages,NEW,,C,sales,,
IQO,,info@iqonex.de,https://iqonex.de,Germany,"+49 176 70710097, +4917670710097, 12 17.7 5.8 21.5",PLATFORM,europages,NEW,,C,sales,,
SS,,solutions@stressfrei.de,https://solutions.stressfrei.de/,Germany,"+0102-0103, +0110-0111, +0128-0129",PLATFORM,europages,NEW,,C,sales,,
Novoferm Vertriebs GmbH,,"info@novoferm.com, vertrieb@novoferm.de",http://www.novoferm.de/,Germany,"0 0 360 362, 0 0 448 512, 0 0 512 512",PLATFORM,europages,NEW,,C,sales,,
Arsenal SAS,,"hello@arsenal.fr, hotline@arsenal.fr",https://www.arsenal.fr/,France,"+33320191133, +33374281030, 0 .18.108.446.224.548",PLATFORM,europages,NEW,,C,sales,,
EWORKS MANAGER,,"info@eworksmanager.co.uk, info@eworksmanager.co.za, info@eworksmanager.com, info@eworksmanager.com.au, support@eworksmanager.com",http://www.eworksmanager.co.uk/,United Kingdom,"+1 (210) 899 3668, +1(210)8993668, +27 (0) 41 004 0045",PLATFORM,europages,NEW,,C,sales,,
Sinto AGTOS GmbH,,info@agtos.de,https://www.agtos.de/,Germany,"+49 (0) 2572 96026-0, +49(0)2572 96026-0, +492572 96026-0",PLATFORM,europages,NEW,,C,sales,,
TMS,,"gsap@3.12.2, isotope-layout@3.0.6",https://tessera.gr,,"0 0 1440 320, 0 0 320 512, 0 0 512 512",PLATFORM,europages,NEW,,C,sales,,
ICS SCHNEIDER MESSTECHNIK GmbH,,"alan.dmitrasinovic@ics-schneider.de, andrea.bielefeldt@ics-schneider.de, andreas.schneider@ics-schneider.de, boris.rode@ics-schneider.de, info@ics-schneider.de, ludwig.straube@ics-schneider.de, lukas.achtelik@ics-schneider.de, matthias.schneider@ics-schneider.de, michel.krause@ics-schneider.de, raven.nax@ics-schneider.de, rene.schulze@ics-schneider.de",http://www.ics-schneider.de/,Germany,"+49 (0) 3303 5040-66, +49 (0) 3303 5040-6712, +49 (0) 3303 5040-6718",PLATFORM,europages,NEW,,C,sales,,
WEBKELLER - F2F BILISIM LTD.,,info@f2fbilisim.com,https://www.f2fbilisim.com,,"+905066571774, 0 0 14.016 19.969, 0 0 18 22.031",PLATFORM,europages,NEW,,C,sales,,
DCC,,info@demagcranes.com,http://www.demagcranes.ch,Switzerland,"+49 (0) 211 7102-0, +49 (0) 211 7102-3130, +49 (0) 2335 92-0",PLATFORM,europages,NEW,,C,sales,,
SF,,team@nivo.co.uk,https://steelefinancial.co.uk,United Kingdom,"+0152-0153, 0 -960 960 960, 0 0 507.24 507.24",PLATFORM,europages,NEW,,C,sales,,
PSL,,contacto@prendeluz.com,https://www.prendeluz.com,,"+34) 699 126 658, 109049204884052, 1451.6326558494686",PLATFORM,europages,NEW,,C,sales,,
LOG,,"accounts@logistifie.com, sales@logistifie.com, support@logistifie.com",https://logistifie.com,,"+1 (305) 600 1570, +44 207 898 3800, +442078983800",PLATFORM,europages,NEW,,C,sales,,
CAQ Factory Systems,,"info@caq.net, sales@caq.net, support@caq.net",https://www.caq.de/de,Germany,"+49 6764 90200-0, +49 6764 90200-119, +49 6764 90200-120",PLATFORM,europages,NEW,,C,sales,,
AERIAL CARS,,book@aerialcars.co.uk,http://aerialcars.co.uk/,United Kingdom,"+0102-0103, +0110-0111, +0128-0129",PLATFORM,europages,NEW,,C,sales,,
UNY WEB DESIGN,,office@uny.ro,http://uny.ro,,"+40 757 343 023, 1477556390051, 2017-03-31",PLATFORM,europages,NEW,,C,sales,,
VIENNA SCIENTIFIC INSTRUMENTS GMBH,,"ajeet@dtplenviro.com, deepak@dtplenviro.com, info@eco-mind.cn, info@edaphic.com.au, info@qubitsystems.com, office@vienna-scientific.com, quote@vienna-scientific.com, roy@eco-mind.cn, shop@vienna-scientific.com",https://www.vienna-scientific.com/,,"+1 888-262-2219, +16133841977, +18882622219",PLATFORM,europages,NEW,,C,sales,,
relog | Dienstleistungen rund um Lohn und Gehalt,,info@relog.de,https://www.relog.de/,Germany,"+498007356454, 05139 999 38 0, 0800 7356454",PLATFORM,europages,NEW,,C,sales,,
Handling System - Shaft Puller and Transport Cart,,"carsten.rumpza@spanntec.de, frank.brockmeyer@spanntec.de, info@spanntec.de, info@we-ma-co.de, jan.liescher@spanntec.de, juha.pakkanen@offlex.fi, krzysztof.jagiela@apa-kandt.pl, office@apa-kandt.de, office@ekosys-ostrava.cz, remac.gmbh@remac.at, sales@meefil.nl, sales@swallowmachinery.co.uk, stefan.barka@apa-kandt.de, thomas.witte@spanntec.de, tomas.curda@ekosys-ostrava.cz, vertrieb@spanntec.de",https://spanntec.de/handling-systeme,Germany,"+358 50 565 7744, +358 9 682 4010, +420 724 210 019",PLATFORM,wlw,NEW,,C,sales,,
B2BPACK,,sales@b2bpackglobal.com,https://b2bpackglobal.com/,,"+34659462738, 0 0 448 512, 0 0 512 512",PLATFORM,europages,NEW,,C,sales,,
JAGER FREIGHT,,"sales.lt@jagerfreight.com, sales@jagerfreight.co.uk",http://www.jagerfreight.co.uk/,United Kingdom,"+0037062223456, +44-203-4110067, +44-203-7731544",PLATFORM,europages,NEW,,C,sales,,
AGL INDUSTRIAL SOLUTIONS,,"geral@guedeslopes.pt, u003egeral@guedeslopes.pt",https://guedeslopes.pt/,Portugal,"+351 218 278 341, +351 929 141 492, +351-218-278-341",PLATFORM,europages,NEW,,C,sales,,
ACOEM GMBH,,"a.creixell@dilus.com, ahmedn@emdad.ae, albest_service@seed.net.tw, alejandrobadanian@arquisonic.com, ali@shoaalaser.com, apinan@am-acoustics.com, bjsuh@wincos.co.kr, bk@bruel.sk, branislav.jurak@ecm.sk, c.orthodoxou@medisell.com.cy, cdebenito@meditecna.com.ar, central@ndt-instruments.com, christian.freneat@acoem.com, comercial.ambiental@acoem.com, comercial@tekcen.com.co, contact_us@procems.com, contacto@doobleingenieria.cl, contactus@affinityec.com, cornel.radulescu@db-avgrup.ro, danny.janssens@vibrometrix.com, eastwest@ewol.com.my, ecm@ecm.sk, eduardo.salamanca@shen-re.cl, enquire.uk@acoem.com, essam.mostafa@iesco-eg.com, faad@faadtech.co.th, federico@spymovil.com, galbau.gabriel@primagra.ro, general@stcd.ca, guy@enviromanager.co.il, habeeb@enviro-met.com, henrik.rantzow@acoem.com, henry.castro@k2ingenieria.com, heyanyun@bmet.cn, hoon.yoon@apm.co.kr, hzelada@sedisa.com.pe, ihb@ihb.ch, ikminstrutek@ikm.no, info.au@acoem.com, info.az@dis-tritech.com, info.br@acoem.com, info.ca@acoem.com, info.de@acoem.com, info.dynoptic@acoem.com, info.fr@acoem.com, info.hu@acoem.com, info.in@acoem.com, info.ksa@envipro-me.com, info.se@acoem.com, info.th@acoem.com, info.us@acoem.com, info@americanecotech.com, info@avitek.vn, info@baltech.kz, info@ccs-wildberg.de, info@dis-tritech.com, info@distritech.kz, info@envilyse.de, info@envipro-me.com, info@eurotecnologia.pt, info@garcia-calderon.com, info@gkmconsultants.com, info@heyintech.com, info@kull-instruments.ch, info@phanleco.com, info@reahellas.gr, info@reliabilitypoint.com, info@ri-se.com, info@rptechlab.com, info@sianalytics.co.za, info@sintrol.com, info@skytek.lk, info@spi2.com.ec, info@statuspro.de, info@tecnologiaspredictivas.com, info@tssi.com.my, info@vims.pl, internationalsales@metone.com, islnwide@sltnet.lk, jacky@fixturlaser.cn, jean.nemerlin@acsoft.be, jkalvoda@trinstruments.cz, keith.cheung@sunwayenvi.com, khodyrev@ecomonitoring.com, kioannidis@enco.gr, kogure@keisokuki.com, lcoyar@spevi.cl, leaflet@1.0.3, lra@hivimar.com, luo-ming@vantechinst.com, magnus.solgevik@acoem.com, mariagrazia.perrone@xearpro.com, md@enviromanager.co.il, mikael.ramstrom@acoem.com, misystech@gmail.com, monitorl@vip.sina.com, morris@sunwayenvi.com, ninoslav.zuber@proactive.rs, notini@aesse-ambiente.it, omer.ates@referanscevre.com.tr, p.geraldo.ext@dilus.com, peiling@leder.com.tw, pos@dis-tritech.com, post@danseal.dk, raguilar@meldic.cl, roger@etserv.be, rputyra@ekohigiena.com.pl, rudi.alt@ecmp.at, s.filippas@dynacoustics.gr, sales@alpsmsi.com, sales@etssolution-asia.com, sales@hak.com.eg, sales@mit-tec.com, sales@omascientific.com, sales@putranata.com, sales@vibspectrum.com, sebastian.codescu@tehnoinstrument.ro, servimed@servimedsc.com.ar, shans@vibsys-ts.com, sichoi@snvkorea.co.kr, somchit@sithiphorn.com, sree.pathy@acoemgroup.asia, sromano@southc.net, steve@acoustic1.co.uk, steve@fixturlaser.co.za, tadchem_marketing@yahoo.com, tomwong@svtech.com.my, ventas@elicrom.com, vilnius@elintosms.lt, wykim@gi-tech.co.kr, yiminglai@vibcombi.com, yuasa@systemplus.co.jp, zavodna@ecomonitoring.cz",https://www.acoem.com/,,"+00 45 3252 7100, +00 47 3316 5700, +01 45 0663 7747",PLATFORM,europages,NEW,,C,sales,,
BigArena Fulfillment,,office@bigarena.net,https://bigarena.net,,"+359) 877 777 319, +359) 877 777 919, +359-877-777-919",PLATFORM,europages,NEW,,C,sales,,
GET ÉLECTRONIQUE - CASTRES,,commercial.get@spherea.com,http://www.get-electronique.fr/,France,"+05 34 55 40 00, +33 (0)2 33 52 27 90, +33 (0)4 66 89 57 10",PLATFORM,europages,NEW,,C,sales,,
MG,,musteri@meyer.com.tr,https://www.meyer.com.tr,,"0 216 999 24 99, 0 216 999 25 00, 1036677662",PLATFORM,europages,NEW,,C,sales,,
APLITEC INFORMATICA S.L.,,"comercial@aplitecinformatica.com, jtorrent@central.aplitec.com",https://aplitecinformatica.com/,,"+0152-0153, +10140-1018, +10190-1019",ELDERLY,europages,NEW,,C,sales,,
AGELEC PROTECTION,,contact@agelecprotection.com,https://www.agelecprotection.com,,"+33478604356, 0 0 122.88 102.58, 0 0 122.88 112.14",ELDERLY,europages,NEW,,C,sales,,
BSV- OP- System (Power Supply),,info@srb-gmbh.de,http://www.srb-gmbh.de/produkte/bsv-systeme/bsv-op-system/,Germany,"+49727698950, 0 -1 -1 0 16 16, 0 .5523-.4477 1-1 1",ELDERLY,wlw,NEW,,C,sales,,
FLIR E75 thermal imaging camera – Precise body temperature measurement,,"ajarzombek@siegrist.de, alexandra@siegrist.de, ckandziora@siegrist.de, dklinger@siegrist.de, fmuenchgesang@siegrist.de, info@siegrist.de, jboehm@siegrist.de, johannes@siegrist.de, lothar.eckrich@t-online.de, michael@siegrist.de, rechnung@siegrist.de, rganz@siegrist.de, rpruscha@siegrist.de, tniebes@siegrist.de, ygorovits@siegrist.de",https://siegrist.de/produkte/waermebildkameras/,Germany,"+49 (0)721-625 26 50, +49 (0)721-625 26 76, +49-(0)-721-6 25 26530",ELDERLY,wlw,NEW,,C,sales,,
AAAgiler GmbH,,"ihremail@email.de, info@dede-industrieausstattung.de, wght@400..900",https://www.dede-industrieausstattung.de/,Germany,"+49 (0) 6151 7877 805, +49 (0)6151 787 7805, +49 61051 787 7805",ELDERLY,europages,NEW,,C,sales,,
INPROLIN Tomaž Auer s.p.,,info@inprolin.si,https://www.inprolin.si,,"+386 41 676 235, 0 0 829 137, 174.9 108.6",ELDERLY,europages,NEW,,C,sales,,
HYGINOX,,info@hyginox.com,https://www.hyginox.com/,,"+33 (0)4 50 25 07 54, 0 .7-.57 1.26-1.26 1.26, 0 0 100 100",ELDERLY,europages,NEW,,C,sales,,
JUMTEC GmbH & Co. KG,,info@jumtec.de,http://www.jumtec.de/,Germany,"+49 2191 791400, 0 21 91) 79140-0, 0 21 91) 79140-20",ELDERLY,europages,NEW,,C,sales,,
Podaro Arbeitskleidung FlexKapG,,"einkauf@firma.at, shop@arbeitskleidung-shop.at",https://arbeitskleidung-shop.at/,Austria,"+0152-0153, +0370-0377, +0490-0491",ELDERLY,europages,NEW,,C,sales,,
hygi.de GmbH & Co. KG,,info@hygi.de,http://www.hygi.de/,Germany,"+49 (0)2504 88 99 888, +49 (0)2504 88 99 889, 0 -960 960 960",ELDERLY,europages,NEW,,C,sales,,
Rosa Moser Bauwerkzeuggroßhandel Gesellschaft m.b.H.,,"alexander.moser@rosa-moser.at, alexandra.wurzer@rosa-moser.at, ana.bosnjak@rosa-moser.at, andreas.hanel@rosa-moser.at, andreas.konrath@rosa-moser.at, angelina.postl@rosa-moser.at, buchhaltung@rosa-moser.at, christian.reiterer@rosa-moser.at, elisabeth.kerzendorfer@rosa-moser.at, fatih.aydemir@rosa-moser.at, harald.kremser@rosa-moser.at, harald.picha@rosa-moser.at, kassa@rosa-moser.at, katja.moser@rosa-moser.at, manuel.picha@rosa-moser.at, martin.lamm@rosa-moser.at, michael.riemann@rosa-moser.at, nemanja.kovacevic@rosa-moser.at, office@datalive.at, oliver.kremser@rosa-moser.at, peter.marhanek@rosa-moser.at, raimund.wagner@rosa-moser.at, reparatur@rosa-moser.at, robert.wilhelm@rosa-moser.at, rosa@rosa-moser.at, schilder@rosa-moser.at, stefan.wagner@rosa-moser.at, thomas.scheidl@rosa-moser.at, verkehrszeichen@rosa-moser.at, werbung@rosa-moser.at, werkstatt@rosa-moser.at, wolfgang.brunner@rosa-moser.at",http://www.rosa-moser.at/,Austria,"+4318132626, +4318132626211, +4318132626212",ELDERLY,europages,NEW,,C,sales,,
Petzoldt CP-Leuchten GmbH,,info@petzoldt.de,http://www.petzoldt.de/,Germany,"+49 (8122) 999 888 - 0, +49 (8122) 999 888-0, +49 8122 999 888 0",ELDERLY,europages,NEW,,C,sales,,
DM PACKAGINGROUP SRL,,info@dmpackagingroup.com,http://www.dmpackagingroup.com,,"+39.011.99.10.455, 08.30 - 19.30, 11020390016",ELDERLY,europages,NEW,,C,sales,,
LARENN,,"bootstrap@4.6.2, larenn@larenn.fr, popper.js@1.12.9, sav@larenn.fr",http://www.larenn.fr/,France,"+33 (0)5 55 36 61 76, +33 (0)5 55 36 61 81, 1695570832572",ELDERLY,europages,NEW,,C,sales,,
EAS Envimet Deutschland GmbH,,"info@envimet.cz, info@envimet.de, office@envimet.com, office@envimet.sk",https://www.envimet.com/de/,,"+420 - 603 149245, +421-2-52 497 875, +43-(0)-2236-378007-0",ELDERLY,europages,NEW,,C,sales,,
SAPORITO PASQUALE,,"info@irrifarma.it, ordini@irrifarma.it",https://www.irrifarma.it,Italy,"+39 081 1837 5920, +39 081 865 2907, +39 08118375920",ELDERLY,europages,NEW,,C,sales,,
BSL,,"20comercial@bianditz.es, comercial@bianditz.es, info@bianditz.es",http://www.bianditz.es,Spain,"+34 943 639 288, +34 943 639 696, 0 0 100 100",ELDERLY,europages,NEW,,C,sales,,
ABC DETECTOR,,info@abcdedektor.com.tr,https://www.abcdedektor.com.tr,,"01112018160713, 02082021133932, 02082021133938",ELDERLY,europages,NEW,,C,sales,,
"MAYR, CHR.",,"abnzn@tt.pb.vy, choyvp.znle@znle.pb.wc, choyvp.znle@znle.qr, ehfuv.fbynaxv@znle.pb.va, esc@sevzbqg-c.qx, falqre@znlepbec.pbz, fgnaxhf@znlepbec.pbz, fhccbeg.cg@zbgvba.pb.am, fnyrf@oqv.fx, fpnggbyvav@znle-vgnyvn.vg, fvzba.munat@znle-cgp.pa, gbovnf.yhxfpu@znle.qr, genafgrpu@genafgrpu.ab, granav@znle-vgnyvn.vg, gubznf.xnag@znle.qr, h.grpavpb@znle-vgnyvn.vg, hgxna.qravm@znle.qr, ivirx.xngxne@znle.pb.va, jnzrk@jnzrk.pbz.cy, lh.jnat@znle-cgp.pa, mnxvfhoruv@znle.pbz.ft, n.fhenpr@znle-vgnyvn.vg, naqerj@znle.pb.hx, nool@mstgn.pbz.gj, nyyra@znlepbec.pbz, nzngb@znle.pu, pbagnpg@znle.se, pbzrepvny@nhgbzbgvba.pbz.oe, public.mayr@mayr.de, qna.ub@znle.pbz.ft, qraavf.ryfare@znle.qr, senmvgn@znlepbec.pbz, sybevna.crymy@znle.qr, trenyq.fhymare@znle.qr, vasb@nengeba.fr, vasb@oqv.uh, vasb@ornevatf.pb.mn, vasb@ozp-grpu.pm, vasb@puevfzbgbe.te, vasb@qevirflfgrzf.pbz.nh, vasb@rysgrp.sv, vasb@tebarzna.ay, vasb@unorexbea.fv, vasb@unorexbea.ue, vasb@znle-ebznavn.eb, vasb@znle.cy, vasb@znlepbec.pbz, vasb@znlexbern.pbz, wbnpuvz.ervgu@znle.qr, wbpura.uryq@znle.qr, wbpura.znhere@znle.qr, wbua@znle.pb.hx, wnpx.gnat@znle-cgp.pa, xjvgbaqn@znlepbec.pbz, xnera_puvna@znle.pbz.ft, znahry.shrefg@znle.qr, znegva.fnpure@znle.qr, znepry.jrvazrvfgre@znle.qr, znexhf.jvrfreg-sevrqevpu@znle.qr, znhev@znle-vgnyvn.vg, znle@znle.rf, zrepnqbgrpavn@henal.arg, zvbggb@znle-vgnyvn.vg",https://www.mayr.com/de,,"+1 (201) 4457210, +1(201)4457210, +27 (0)11 899 0000",ELDERLY,europages,NEW,,C,sales,,
WIDE RANGE SRL,,info@widerange.it,http://www.widerange.it,Italy,"+39 02.90.192.67, +39 02.90.193.66, 1513507754648",ELDERLY,europages,NEW,,C,sales,,
KAZI TANI,,contact@kazi-tani.com,http://www.kazi-tani.com/,,"03 86 37 61 60, 03 86 376 160, 0386376160",ELDERLY,europages,NEW,,C,sales,,
